,Spiers et al. 1946,Glasser et al. 1947,Hine et al. 1952,Tsai and Cho 1976 (E < 150 keV),Puumalainen et al. 1977,Gowda et al. 2004 (also Direct-Zeff 2014),Champley et al. 2019 (SIRZ-2),Density (g/cm3)
"Water, Liquid",7.41667226097584,7.958519970580932,3.336520041859552,7.445335012986161,3.333333333333333,7.2923373158841445,7.446990166673427,1.0
